      1,  0.450626999,  0.504999995,  0.100000001
      2,  0.450626999,  0.504999995,           0.
      3,          0.5,  0.504999995,           0.
      4,          0.5,  0.504999995,  0.100000001
      5,          0.5,          0.5,  0.100000001
      6,          0.5,          0.5,           0.
      7,           0.,          0.5,  0.100000001
      8,  0.450631827,          0.5,  0.100000001
      9,  0.451101273,          0.5,           0.
     10,           0.,          0.5,           0.
     11,           0.,           0.,  0.100000001
     12,           0.,           0.,           0.
     13,           1.,           0.,  0.100000001
     14,           1.,           0.,           0.
     15,           1.,  0.449993998,           0.
     16,           1.,  0.449993998,  0.100000001
     17,  0.500626981,  0.449993998,           0.
     18,  0.500626981,  0.449993998,  0.100000001
     19,           1.,  0.554993987,           0.
     20,           1.,  0.554993987,  0.100000001
     21,  0.500626981,  0.554993987,           0.
     22,  0.500626981,  0.554993987,  0.100000001
     23,  0.450626999,   0.49999401,           0.
     24,  0.450627446,  0.499786049,  0.100000001
     25,  0.450626999,   0.49999401,  0.100000001
     26,           0.,           1.,  0.100000001
     27,           1.,           1.,  0.100000001
     28,           1.,           1.,           0.
     29,           0.,           1.,           0.
     30,           0.,  0.504999995,           0.
     31,           0.,  0.504999995,  0.100000001
     32,  0.450626999,  0.504999995, 0.0949999988
     33,  0.450626999,  0.504999995, 0.0900000036
     34,  0.450626999,  0.504999995, 0.0850000009
     35,  0.450626999,  0.504999995, 0.0799999982
     36,  0.450626999,  0.504999995,  0.075000003
     37,  0.450626999,  0.504999995, 0.0700000003
     38,  0.450626999,  0.504999995, 0.0649999976
     39,  0.450626999,  0.504999995, 0.0599999987
     40,  0.450626999,  0.504999995, 0.0549999997
     41,  0.450626999,  0.504999995, 0.0500000007
     42,  0.450626999,  0.504999995, 0.0450000018
     43,  0.450626999,  0.504999995, 0.0399999991
     44,  0.450626999,  0.504999995, 0.0350000001
     45,  0.450626999,  0.504999995, 0.0299999993
     46,  0.450626999,  0.504999995, 0.0250000004
     47,  0.450626999,  0.504999995, 0.0199999996
     48,  0.450626999,  0.504999995, 0.0149999997
     49,  0.450626999,  0.504999995, 0.00999999978
     50,  0.450626999,  0.504999995, 0.00499999989
     51,   0.45556429,  0.504999995,           0.
     52,  0.460501611,  0.504999995,           0.
