      1,  0.745249987,           0.
      2,  0.456018329,  0.499000013
      3,  0.290250003,  0.499000013
      4,           0.,  0.499000013
      5,           0.,           0.
      6,           1.,           0.
      7,           1., 0.0799999982
      8,  0.455973655,  0.500999987
      9,          0.5,  0.500999987
     10,          0.5,  0.499000013
     11,  0.290250003,  0.500999987
     12,  0.290250003,  0.711800039
     13,  0.358449936,  0.779999971
     14,           1.,  0.779999971
     15,           1.,           1.
     16,           0.,           1.
     17,           0.,  0.500999987
     18,  0.743022978, 0.00302741863
     19,  0.740796089, 0.0060549113
     20,  0.738569379, 0.00908255205
     21,  0.736343026, 0.0121104149
     22,  0.734116971, 0.0151385749
     23,  0.731891513, 0.0181671046
     24,  0.729666591, 0.0211960804
     25,  0.727442443, 0.0242255758
     26,  0.725219011, 0.0272556655
     27,  0.722996533, 0.0302864239
     28,  0.720775068, 0.0333179235
     29,  0.718554676, 0.0363502428
     30,  0.716335535, 0.0393834524
     31,  0.714117646, 0.0424176268
     32,  0.711901188, 0.0454528444
     33,   0.70968622,  0.048489172
     34,   0.70747292, 0.0515266918
     35,   0.70526129, 0.0545654744
     36,  0.703051448, 0.0576055981
     37,  0.700843513, 0.0606471337
     38,  0.698637664, 0.0636901483
     39,  0.696433842, 0.0667347237
     40,  0.694232285, 0.0697809309
     41,  0.692033052, 0.0728288442
     42,  0.689836264, 0.0758785307
     43,  0.687641978, 0.0789300725
     44,  0.685450315,  0.081983529
     45,  0.683261454, 0.0850389898
     46,  0.681075335, 0.0880965143
     47,  0.678892195, 0.0911561772
     48,  0.676712155, 0.0942180529
     49,  0.674535215, 0.0972822085
     50,  0.672361553,  0.100348718
     51,  0.670191228,   0.10341765
     52,  0.668024421,  0.106489077
     53,  0.665861189,  0.109563068
     54,  0.663701594,  0.112639688
     55,  0.661545873,  0.115719013
     56,  0.659393966,  0.118801109
     57,  0.657246172,  0.121886045
     58,  0.655102432,  0.124973886
     59,  0.652962923,  0.128064692
     60,  0.650827765,  0.131158546
     61,  0.648697019,  0.134255514
     62,  0.646570921,  0.137355641
     63,  0.644449413,  0.140459016
     64,  0.642332733,  0.143565685
     65,   0.64022094,  0.146675721
     66,  0.638114154,  0.149789184
     67,  0.636013091,  0.152905315
     68,  0.633917272,  0.156024963
     69,  0.631826758,  0.159148231
     70,  0.629741788,   0.16227515
     71,  0.627662361,   0.16540578
     72,  0.625588655,   0.16854021
     73,  0.623520792,  0.171678469
     74,  0.621458888,  0.174820632
     75,  0.619403005,  0.177966774
     76,  0.617353261,  0.181116939
     77,  0.615309834,  0.184271172
     78,  0.613272846,  0.187429547
     79,  0.611242354,   0.19059214
     80,  0.609218478,  0.193758965
     81,  0.607201397,   0.19693011
     82,  0.605191171,  0.200105622
     83,  0.603187978,   0.20328556
     84,  0.601191878,  0.206469968
     85,  0.599202514,  0.209659725
     86,   0.59722054,  0.212854058
     87,  0.595246077,  0.216052979
     88,  0.593279183,  0.219256565
     89,  0.591320097,  0.222464845
     90,   0.58936888,  0.225677863
     91,  0.587425709,  0.228895679
     92,  0.585490584,  0.232118338
     93,  0.583563745,  0.235345885
     94,   0.58164531,  0.238578349
     95,  0.579735339,  0.241815776
     96,   0.57783401,  0.245058224
     97,  0.575941443,  0.248305723
     98,  0.574057758,  0.251558304
     99,  0.572183073,  0.254816055
    100,  0.570317507,  0.258078933
    101,   0.56846118,  0.261347055
    102,   0.56661427,  0.264620394
    103,  0.564776838,  0.267899036
    104,  0.562949061,  0.271183014
    105,  0.561130941,  0.274472505
    106,  0.559322774,  0.277767181
    107,  0.557524383,  0.281067163
    108,  0.555735528,   0.28437233
    109,  0.553956211,  0.287682533
    110,  0.552186191,  0.290997714
    111,   0.55042541,  0.294317752
