  119,  8730,  2591,  8344, 19060, 21622, 21623, 21624, 21625
  120,  7992,  2537,  7856,  8076, 21626, 21627, 21628, 21629
  121,  7726,  7669,  7770,  7522, 21630, 21631, 21632, 21633
  122,  6313,  6809,  2433, 18076, 21634, 21635, 21636, 21637
  123, 17815,  5920,  2378,  5750, 21638, 21639, 21640, 21641
  124, 17659,  4678, 17581,  4946, 21642, 21643, 21644, 21645
  125,  4519,  4189,  4200,  4386, 21646, 21647, 21648, 21649
  126,  5429,  5019,  5288,  5580, 21650, 21651, 21652, 21653
  127,  5490,  5895,  5711,  5428, 21654, 21655, 21656, 21657
  128,  6563, 18630,  6706, 18809, 21658, 21659, 21660, 21661
  129, 19256, 19127,  7211,  7334, 21662, 21663, 21664, 21665
  130,  7638,  7547, 19627,  7746, 21666, 21667, 21668, 21669
  131,  8066,  7904,   954,  8199, 21670, 21671, 21672, 21673
  132,  8314,  8227,  8410,  9076, 21674, 21675, 21676, 21677
  133,  8227,  8314,   890,  8011, 21674, 21678, 21679, 21680
  134,  9336,  9324,  9284,  9177, 21681, 21682, 21683, 21684
  135,  9074,  9237,  9239,  9176, 21685, 21686, 21687, 21688
  136,  9527,  9454,  9369,   893, 21689, 21690, 21691, 21692
  137, 20879,  9639,   960,  9512, 21693, 21694, 21695, 21696
  138,  9509,   894,  9431,  9575, 21697, 21698, 21699, 21700
  139, 21014, 10656,  9906,  9940, 21701, 21702, 21703, 21704
  140, 11299, 11590, 10831, 11200, 21705, 21706, 21707, 21708
  141,   896, 12385, 12515, 12068, 21709, 21710, 21711, 21712
  142,   964, 14162, 14286, 21068, 21713, 21714, 21715, 21716
  143,   898, 14273, 13879, 13097, 21717, 21718, 21719, 21720
  144, 15022, 15589, 15229,   900, 21721, 21722, 21723, 21724
  145,   967, 16317, 15229, 15589, 21725, 21726, 21722, 21727
  146,   901, 16102, 16318, 20970, 21728, 21729, 21730, 21731
  147,   902, 16755, 16850, 16580, 21732, 21733, 21734, 21735
  148, 16912,   971, 16900, 16675, 21736, 21737, 21738, 21739
  149, 16974, 16900,   971, 17119, 21740, 21737, 21741, 21742
  150, 20495,   972, 17212, 17162, 21743, 21744, 21745, 21746
  151,   906, 17157, 17104, 20386, 21747, 21748, 21749, 21750
  152, 17261, 17442, 17372, 17294, 21751, 21752, 21753, 21754
  153, 17167, 20157, 17283, 20297, 21755, 21756, 21757, 21758
  154, 16853, 17056, 16999,   977, 21759, 21760, 21761, 21762
  155, 16423, 19863, 16738, 16600, 21763, 21764, 21765, 21766
  156, 15955, 15498,   912, 19367, 21767, 21768, 21769, 21770
  157, 14811, 15292, 14567, 19120, 21771, 21772, 21773, 21774
  158, 14005,   981, 13474, 14676, 21775, 21776, 21777, 21778
  159, 12613, 13161, 13265,   982, 21779, 21780, 21781, 21782
  160, 12290, 12351, 11921,   916, 21783, 21784, 21785, 21786
  161, 11428, 11463, 11060,   917, 21787, 21788, 21789, 21790
  162,   917, 11060, 10287, 10288, 21789, 21791, 21792, 21793
  163,   253, 10288, 10287,   254, 21794, 21792, 21795, 21796
  164, 10632,  3418,   252, 10289, 21797, 21798, 21799, 21800
  165, 10288, 10632, 11010,   917, 21801, 21802, 21803, 21793
  166, 10631, 10458,   845, 10953, 21804, 21805, 21806, 21807
  167, 11855, 10901, 11241,   844, 21808, 21809, 21810, 21811
  168, 12267, 12374, 11759,   773, 21812, 21813, 21814, 21815
  169, 13061, 13337, 12840,   738, 21816, 21817, 21818, 21819
  170, 13938, 14432, 13810, 18098, 21820, 21821, 21822, 21823
  171, 15299, 14596, 14808, 15418, 21824, 21825, 21826, 21827
  172, 15951, 15425, 18761, 16060, 21828, 21829, 21830, 21831
  173, 16235, 15528, 19132, 19476, 21832, 21833, 21834, 21835
  174, 13639, 12651, 13681, 19787, 21836, 21837, 21838, 21839
  175, 11651, 11144, 12139, 12590, 21840, 21841, 21842, 21201
  176,   530,  9885,  9800,  9996, 21843, 21844, 21845, 21846
  177,  9493,  9549,  9692,  9679, 21847, 21848, 21849, 21850
  178,  8864, 20646,  8735,  8825, 21851, 21852, 21853, 21854
  179,  7511,  7313,  7465, 19628, 21855, 21856, 21857, 21858
  180,  6301,  6469,  6784,  6630, 21859, 21860, 21861, 21862
  181,  4998,  5252, 18190,  5092, 21863, 21864, 21865, 21866
  182,  3489,  3541,  3838,  3754, 21867, 21868, 21869, 21870
  183,  3489,     4,  3168,  3541, 21871, 21872, 21324, 21867
  184,  3255,  3254,  3696,  3432, 21873, 21874, 21875, 21876
  185,  3490,  3441,    43,  3253, 21877, 21878, 21879, 21880
  186,  3491,  3488,    42,  3251, 21881, 21513, 21882, 21883
  187,  1002,  4521,  4373,  4135, 21884, 21885, 21886, 21887
  188,  6062,  5839,  5903,  6184, 21888, 21889, 21890, 21891
  189,  6875,  7116,  6933,  1040, 21892, 21893, 21894, 21895
  190,  8077,  7864, 20066,  8104, 21896, 21897, 21898, 21899
  191, 20419,  8623, 20460,  8447, 21900, 21901, 21902, 21903
  192, 20630, 10808, 20671,  9155, 21904, 21905, 21906, 21907
  193, 11881,  1155, 20378, 20482, 21908, 21909, 21910, 21911
  194,  1178, 13121, 13030, 20556, 21912, 21913, 21914, 21915
  195, 12885, 11662, 12055, 12945, 21916, 21917, 21918, 21919
  196, 13412, 13927, 13544,  1206, 21920, 21921, 21922, 21923
  197, 18754, 16125, 15833, 18755, 21924, 21925, 21926, 21927
  198, 15135, 18350, 18320, 18543, 21928, 21929, 21930, 21931
  199, 13524, 14106, 13940, 13318, 21932, 21933, 21934, 21935
  200, 17877, 13835,  1351, 13814, 21936, 21937, 21938, 21939
  201, 11767, 17603, 12926, 12222, 21940, 21941, 21942, 21943
  202, 11090,  1417, 11491, 11393, 21944, 21945, 21946, 21947
  203,  3328, 10556, 10296,   139, 21948, 21949, 21950, 21951
  204, 10290,   138,   137, 10291, 21952, 21953, 21954, 21955
  205,  1451, 10556, 10290, 11090, 21956, 21957, 21958, 21959
  206, 10555,  3327,   136, 10377, 21960, 21961, 21962, 21963
  207,  1385, 10888, 11233, 11389, 21964, 21965, 21966, 21967
  208,  1353, 11624, 12327, 12100, 21968, 21969, 21970, 21971
  209, 13056,  1322, 12878, 13349, 21972, 21973, 21974, 21975
  210,  1292, 13502, 18200, 14034, 21976, 21977, 21978, 21979
  211, 15111, 15131, 14736,  1237, 21980, 21981, 21982, 21983
  212, 19445,  1235, 15927, 15724, 21984, 21985, 21986, 21987
  213,  1207, 14759, 14446, 19530, 21988, 21989, 21990, 21991
  214, 19881, 14378, 13991, 13553, 21992, 21993, 21994, 21995
  215, 14133,  1157, 13785, 14302, 21996, 21997, 21998, 21999
  216, 13555,  1131, 20239, 13583, 22000, 22001, 22002, 22003
  217, 12483, 20478,  1107, 13305, 22004, 22005, 22006, 22007
  218,  7772,  7666,  1042,  7766, 22008, 22009, 22010, 22011
  219,  7076,  7205,  7358,  7154, 22012, 22013, 22014, 22015
  220,  6034,  5890,  6186,  6344, 22016, 22017, 22018, 22019
  221,  4572,  4709,  4754,  4385, 22020, 22021, 22022, 22023
  222,  3738,  3491,  3688,  3948, 22024, 22025, 22026, 22027
  223,  3250,  3249,  3487,  3688, 22028, 21507, 22029, 22030
  224,  3248,  3247,  3683,  3492, 22031, 22032, 22033, 22034
  225,  3246,  3245,  3679,  3518, 22035, 22036, 22037, 22038
  226,  3674,  3493,  3244,  3243, 22039, 22040, 22041, 21495
  227,  3484,  3494,  3242,  3241, 22042, 22043, 21489, 21487
  228,  3240,  3239,  3667,  3495, 22044, 22045, 22046, 22047
  229,    36,  3237,  3523,  3665, 22048, 22049, 22050, 22051
  230,  3658,  3496,  3235,  3234, 22052, 22053, 22054, 21475
  231,  3480,  3701,  3233,  3232, 22055, 22056, 22057, 21467
  232,  3231,  3230,  3653,  3497, 22058, 22059, 22060, 22061
  233,  3229,  3228,  3648,  3524, 22062, 22063, 22064, 22065
  234,  3226,  3225,  3643,  3437, 22066, 21455, 22067, 22068
  235,    30,  3224,  3498,  3478, 22069, 22070, 22071, 21453
  236,  3222,  3221,  3636,  3499, 21442, 22072, 22073, 22074
  237,  3739,  3636,  3635,  3783, 22075, 22076, 22077, 22078
  238,  3218,  3217,  3627,  3500, 22079, 22080, 22081, 22082
  239,  3213,  3212,  3619,  3501, 21423, 22083, 22084, 22085
  240,  3211,  3210,  3615,  3502, 21419, 22086, 22087, 22088
  241,  3209,  3208,  3610,  3503, 22089, 22090, 22091, 22092
  242,  3849,  3504,  3470,  3805, 22093, 21406, 22094, 22095
  243,  3961,  3471,  3504,  3849, 22096, 21415, 22093, 22097
  244,  3204,  3203,  3602,  3444, 22098, 22099, 22100, 22101
  245,  3202,  3201,  3598,  3505, 21397, 22102, 22103, 22104
  246,  3594,  3506,  3200,  3199, 22105, 22106, 22107, 21395
  247,    18,  3198,  3507,  3443, 22108, 22109, 22110, 21393
  248,  3898,  3590,  3467,  3851, 22111, 21387, 22112, 22113
  249,  3195,  3194,  3585,  3508, 21382, 22114, 22115, 22116
  250,  3581,  3509,  3193,  3192, 22117, 22118, 21378, 22119
  251,  3510,  3741,  3725,  3451, 22120, 22121, 22122, 22123
  252,    14,  3189,  3511,  3466, 22124, 22125, 22126, 21374
  253,  3187,  3186,  3570,  3445, 22127, 22128, 22129, 22130
  254,  3565,  3706,  3184,  3183, 22131, 22132, 21359, 22133
  255,  3562,  3697,  3182,  3181, 22134, 22135, 22136, 22137
  256,  3181,    10,  3464,  3562, 21352, 21356, 22138, 22137
  257,  3178,  3177,  3555,  3513, 21344, 22139, 22140, 22141
  258,  3551,  3698,  3176,  3175, 22142, 22143, 22144, 22145
  259,     7,  3173,  3514,  3549, 22146, 22147, 22148, 22149
  260,  3172,     6,  3459,  3546, 21333, 21337, 22150, 22151
  261,  3539,  3708,  3169,  3168, 22152, 22153, 21325, 22154
  262,  3535,  3705,  3167,  3166, 22155, 22156, 21321, 22157
  263,  3165,  3164,  3531,  3516, 22158, 22159, 22160, 22161
  264,  3751,  3869,  4134, 17528, 22162, 22163, 22164, 22165
  265,  3448,  3517,  3162,  3161, 22166, 21319, 22167, 22168
  266,  4355,  3974,  4346,  4505, 22169, 22170, 22171, 22172
  267, 17516,  4701,  4878,  5047, 22173, 22174, 22175, 22176
  268,  6080,  5928,  5767, 17836, 22177, 22178, 22179, 22180
  269,  6827,  6531,  6829, 18549, 22181, 22182, 22183, 22184
  270,  7261, 18780,  7467,  2184, 22185, 22186, 22187, 22188
  271, 11179, 11883, 10793, 10182, 22189, 22190, 22191, 22192
  272, 11883, 13535, 19511, 12056, 22193, 22194, 22195, 22196
  273, 13878, 14322,  2023, 13678, 22197, 22198, 22199, 22200
  274, 14138, 14322, 15036, 14406, 22201, 22202, 22203, 22204
  275, 14406,  1969, 15430, 14929, 22205, 22206, 22207, 22208
  276, 15575,  1863, 15945, 15758, 22209, 22210, 22211, 22212
  277, 15295, 14554, 14797, 15503, 22213, 22214, 22215, 22216
  278, 13483, 14002,  1757, 13268, 22217, 22218, 22219, 22220
  279, 13268, 12617, 13155, 13483, 22221, 22222, 22223, 22220
  280, 11925, 12285, 12349,  1650, 22224, 22225, 22226, 22227
  281, 11069,  1598, 11431, 11469, 22228, 22229, 22230, 22231
  282,    84, 10293, 10292,    85, 22232, 22233, 22234, 22235
  283, 10293,    84,  3286, 10516, 22232, 22236, 22237, 22238
  284, 10293, 10516, 11002,  1598, 22238, 22239, 22240, 22241
  285, 11836, 11800,  1649, 11431, 22242, 22243, 22244, 22245
  286, 17914, 11800,  1648, 12910, 22246, 22247, 22248, 22249
  287, 13027, 12864,  1702, 13053, 22250, 22251, 22252, 22253
  288, 13493,  1755, 14076,  1756, 22254, 22255, 22256, 22257
  289, 14725,  1807, 15134, 18854, 22258, 22259, 22260, 22261
  290, 15057, 15926, 15719, 15285, 22262, 22263, 22264, 22265
  291, 14299,  1967, 13151, 14159, 22266, 22267, 22268, 22269
  292, 13151, 19589, 13638, 14159, 22270, 22271, 22272, 22268
  293, 13678,  2078, 13674, 13878, 22273, 22274, 22275, 22200
  294,  2131, 12403, 11594, 10874, 22276, 22277, 22278, 22279
  295, 10793,  2131, 10874,  2184, 22280, 22279, 22281, 22282
  296,  7028,  7249, 18690,  7101, 22283, 22284, 22285, 22286
  297,  2291,  6975,  6813,  6657, 22287, 22288, 22289, 22290
  298,  5753, 17779,  5794,  5915, 22291, 22292, 22293, 22294
  299,   302, 17564,  4945,  5309, 22295, 22296, 22297, 22298
  300,  4383,  4517,  4192,  4197, 22299, 22300, 22301, 22302
  301,  4801,  1524,  5180,  5181, 22303, 22304, 22305, 22306
  302,  5756, 18574,  5618,  5754, 22307, 22308, 22309, 22310
  303,  6208,  1489,  6057,  6122, 22311, 22312, 22313, 22314
  304,  6720,  6941,  6638, 19141, 22315, 22316, 22317, 22318
  305,  6929,  6922,  7204,  7092, 22319, 22320, 22321, 22322
  306,  7446,  7530,  7626,  1492, 22323, 22324, 22325, 22326
  307, 19815,  7713, 19622,  7768, 22327, 22328, 22329, 22330
  308,  8466,  8255,  8636, 20309, 22331, 22332, 22333, 22334
  309,  9531,  9286,  8985,  9619, 22335, 22336, 22337, 22338
  310, 20884,  9244, 20807,  9287, 22339, 22340, 22341, 22342
  311,  9516,  9600,  9667,  9715, 22343, 22344, 22345, 22346
  312,  9599,  9584,  9443,  9516, 22347, 22348, 22349, 22350
  313,  9584,  9629, 21039,  1499, 22351, 22352, 22353, 22354
  314,  9761,  9888,  9852,  9812, 22355, 22356, 22357, 22358
  315,  1501,  9812, 10721, 10848, 22359, 22360, 22361, 22362
  316, 21132, 11873, 11306, 21139, 22363, 22364, 22365, 22366
  317, 11904, 12713, 13111, 12334, 22367, 22368, 22369, 22370
  318, 21052, 13673, 12949, 13131, 22371, 22372, 22373, 22374
  319, 14313, 14156, 13640, 14144, 22375, 22376, 22377, 22378
  320, 15064, 14979, 20967, 14906, 22379, 22380, 22381, 22382
  321, 14751, 20826, 15071, 14272, 22383, 22384, 22385, 22386
  322, 15559,  1546, 16115, 15790, 22387, 22388, 22389, 22390
  323, 16004,  1509, 16169, 16427, 22391, 22392, 22393, 22394
  324,  1510, 16427, 16510, 16643, 22395, 22396, 22397, 22398
  325, 16824, 20028,  1549, 20214, 22399, 22400, 22401, 22402
  326, 17070, 17006, 16971, 16881, 22403, 22404, 22405, 22406
  327,  1513, 19456, 16884, 19414, 22407, 22408, 22409, 22410
  328, 16955, 16905, 16698, 16885, 22411, 22412, 22413, 22414
  329, 16561,  1554, 16601, 16683, 22415, 22416, 22417, 22418
  330, 18652, 15585, 18791, 15792, 22419, 22420, 22421, 22422
  331, 18185, 15311, 18333, 14603, 22423, 22424, 22425, 22426
  332, 18071, 13467,  1519, 14088, 22427, 22428, 22429, 22430
  333,  1520, 13467, 13347, 12883, 22431, 22432, 22433, 22434
  334,  1559, 11812, 12235, 12276, 22435, 22436, 22437, 22438
  335, 11831, 11271, 11812,  1559, 22439, 22440, 22435, 22441
  336, 10558,  3330,   140, 10295, 22442, 22443, 22444, 22445
  337, 10294, 10558, 10998,  1560, 22446, 22447, 22448, 22449
  338, 10557, 10296,  1486, 10959, 22450, 22451, 22452, 22453
  339, 10295, 10557, 10959,  1522, 22454, 22453, 22455, 22456
  340, 11393,  1450,  1451, 11090, 22457, 22458, 21959, 21947
  341,  1416, 11767, 12222, 12268, 22459, 21943, 22460, 22461
  342,  1383, 12531, 13225, 13062, 22462, 22463, 22464, 22465
  343, 14605, 18350,  1320, 14634, 22466, 22467, 22468, 22469
  344, 15494, 14821, 15980, 18754, 22470, 22471, 22472, 22473
  345, 19179, 15235, 19445, 15005, 22474, 22475, 22476, 22477
  346,  1233, 13927, 13412, 12594, 22478, 21920, 22479, 22480
  347, 12055, 11662,  1205, 12158, 21917, 22481, 22482, 22483
  348,  1178, 20439, 20313, 12493, 22484, 22485, 22486, 22487
  349, 11169, 10650, 20671, 20684, 22488, 22489, 22490, 22491
  350,  8517,  8618,  8719,  8623, 22492, 22493, 22494, 22495
  351,  1062,  7864,  7769,  7569, 22496, 22497, 22498, 22499
  352,  1061,  7396,  7212,  7175, 22500, 22501, 22502, 22503
  353,  6184,  5903,  6255,  5999, 21890, 22504, 22505, 22506
  354, 17993,  4773,  4579, 17816, 22507, 22508, 22509, 22510
  355,    40,  3246,  3518,  3682, 22511, 22038, 22512, 22513
  356,  3518,  3857,  3797,  3682, 22514, 22515, 22516, 22512
  357,  4455,  4768,  4620,  4425, 22517, 22518, 22519, 22520
  358,  3842,  3494,  3484,  3843, 22521, 22042, 22522, 22523
  359,  4662,  4555,  4736,  4860, 22524, 22525, 22526, 22527
  360,  1058,  5732,  5698,  5489, 22528, 22529, 22530, 22531
  361,  7184,  6930,  7181,  7299, 22532, 22533, 22534, 22535
  362,  8209,  8211,  7822,  8107, 22536, 22537, 22538, 22539
  363,  9457,  9500,  9515,  9399, 22540, 22541, 22542, 22543
  364,  1152,  9329, 20604,  9238, 22544, 22545, 22546, 22547
  365,  9960,  9901, 20735,  1202, 22548, 22549, 22550, 22551
  366, 10035, 10124, 10004,  1202, 22552, 22553, 22554, 22555
  367, 20312, 10751, 10974, 11688, 22556, 22557, 22558, 22559
  368, 11867, 12207,  1258, 20015, 22560, 22561, 22562, 22563
  369, 19980,  1287, 19794, 13998, 22564, 22565, 22566, 22567
  370,  1317, 16645, 19402, 15484, 22568, 22569, 22570, 22571
  371,  1348, 16206, 16036, 15577, 22572, 22573, 22574, 22575
  372,  1380, 15849, 15415, 14804, 22576, 22577, 22578, 22579
  373, 14512,  1413, 15173, 14859, 22580, 22581, 22582, 22583
  374,  1448, 14351, 13809, 13223, 22584, 22585, 22586, 22587
  375, 12819,  1484, 13321, 13066, 22588, 22589, 22590, 22591
  376, 11812,  1521, 12897, 12235, 22592, 22593, 22594, 22436
  377, 12330,  1521, 11622,  1485, 22595, 22596, 22597, 22598
  378, 11356, 11853,  1485, 11622, 22599, 22600, 22597, 22601
  379, 10271,  3299,   100, 10322, 22602, 22603, 22604, 22605
  380,  3299, 10271,  3388,   102, 22602, 22606, 22607, 22608
  381,  3389,   215, 10281, 10273, 22609, 22610, 22611, 22612
  382, 10273, 10274,   216,  3389, 22613, 22614, 22615, 22612
  383, 10275, 10268,   218,  3390, 22616, 22617, 22618, 22619
  384, 10268, 10259,  3391,   218, 22620, 22621, 22622, 22617
  385, 10269, 10260,  3392,   219, 22623, 22624, 22625, 22626
  386, 10270, 10261,  3393,   220, 22627, 22628, 22629, 22630
  387, 10297, 17502, 10261,  1930, 22631, 22632, 22633, 22634
  388, 10298,   223,  3394, 10608, 22635, 22636, 22637, 22638
  389,  3395, 10609, 10299,   224, 22639, 22640, 22641, 22642
  390,  3396, 10610, 10300,   225, 22643, 22644, 22645, 22646
  391, 10460, 10300,  2147, 11067, 22647, 22648, 22649, 22650
  392, 10301,   227,  3397, 10611, 22651, 22652, 22653, 22654
  393,  3398, 10612, 10302,   228, 22655, 22656, 22657, 22658
  394,  3399, 10613, 10303,   229, 22659, 22660, 22661, 22662
  395,  3400, 10614, 10304,   230, 22663, 22664, 22665, 22666
  396,   230, 10304, 10305,   231, 22665, 22667, 22668, 22669
  397, 10306,   232,  3401, 10615, 22670, 22671, 22672, 22673
  398,  3402, 10616, 10307,   233, 22674, 22675, 22676, 22677
  399,  3403, 10617, 10308,   234, 22678, 22679, 22680, 22681
  400,  3404, 10618, 10309,   235, 22682, 22683, 22684, 22685
  401,   235, 10309, 10310,   236, 22684, 22686, 22687, 22688
  402, 10311,   237,  3405, 10619, 22689, 22690, 22691, 22692
  403,  3406, 10620, 10312,   238, 22693, 22694, 22695, 22696
